"","stationID","time_hour","temp","humid","wind_speed","pressure"
"4341",3,2013-03-02 09:00:00,35.06,58.37,13.80936,1008
"4342",1,2013-03-02 10:00:00,33.98,63.77,11.5078,1008.3
"4343",2,2013-03-02 10:00:00,35.06,58.37,12.65858,1008.2
"4344",3,2013-03-02 10:00:00,35.06,61.08,12.65858,1007.9
"4345",1,2013-03-02 11:00:00,33.08,63.17,10.35702,1008.4
"4346",2,2013-03-02 11:00:00,35.06,58.37,12.65858,1008.3
"4347",3,2013-03-02 11:00:00,35.06,61.08,11.5078,1007.8
"4348",1,2013-03-02 12:00:00,33.08,63.17,9.20624,1008.6
"4349",2,2013-03-02 12:00:00,35.06,58.37,10.35702,1008.5
"4350",3,2013-03-02 12:00:00,33.98,60.93,10.35702,1008.1
"4351",1,2013-03-02 13:00:00,33.98,60.93,9.20624,1008.7
"4352",2,2013-03-02 13:00:00,35.06,58.37,11.5078,1008.5
"4353",3,2013-03-02 13:00:00,35.06,58.37,9.20624,1008.3
"4354",1,2013-03-02 14:00:00,37.04,53.97,12.65858,1008.4
"4355",2,2013-03-02 14:00:00,37.04,53.97,11.5078,1008.3
"4356",3,2013-03-02 14:00:00,35.06,58.37,13.80936,1007.9
"4357",1,2013-03-02 15:00:00,39.02,49.93,11.5078,1008
"4358",2,2013-03-02 15:00:00,39.02,48.07,12.65858,1008
"4359",3,2013-03-02 15:00:00,37.04,53.97,13.80936,1007.5
"4360",1,2013-03-02 16:00:00,39.02,49.93,10.35702,1007.7
"4361",2,2013-03-02 16:00:00,39.92,46.41,11.5078,1007.7
"4362",3,2013-03-02 16:00:00,37.94,52.09,8.05546,1007.3
"4363",1,2013-03-02 17:00:00,39.92,50.46,6.90468,1007.3
"4364",2,2013-03-02 17:00:00,41,44.51,9.20624,1007.5
"4365",3,2013-03-02 17:00:00,39.02,49.93,8.05546,1007
"4366",1,2013-03-02 18:00:00,39.92,48.21,10.35702,1006.8
"4367",2,2013-03-02 18:00:00,39.02,48.07,5.7539,1006.8
"4368",3,2013-03-02 18:00:00,37.94,54.51,10.35702,1006.5
"4369",1,2013-03-02 19:00:00,39.92,52.79,8.05546,1006.3
"4370",2,2013-03-02 19:00:00,39.02,49.93,10.35702,1006.4
"4371",3,2013-03-02 19:00:00,37.94,54.51,10.35702,1006.1
"4372",1,2013-03-02 20:00:00,39.02,54.68,12.65858,1006.1
"4373",2,2013-03-02 20:00:00,39.92,50.46,9.20624,1006
"4374",3,2013-03-02 20:00:00,37.94,57.04,11.5078,1005.7
"4375",1,2013-03-02 21:00:00,39.02,52.26,13.80936,1005.9
"4376",2,2013-03-02 21:00:00,39.02,52.26,12.65858,1005.9
"4377",3,2013-03-02 21:00:00,37.94,54.51,14.96014,1005.6
"4378",1,2013-03-02 22:00:00,37.94,54.51,13.80936,1006.2
"4379",2,2013-03-02 22:00:00,37.94,54.51,14.96014,1006.2
"4380",3,2013-03-02 22:00:00,37.94,54.51,16.11092,1005.9
"4381",1,2013-03-02 23:00:00,37.04,53.97,14.96014,1006.6
"4382",2,2013-03-02 23:00:00,37.94,52.09,11.5078,1006.6
"4383",3,2013-03-02 23:00:00,37.04,56.48,14.96014,1006.2
"4384",1,2013-03-03,35.96,58.94,14.96014,1007.3
"4385",2,2013-03-03,37.04,53.97,13.80936,1007.2
"4386",3,2013-03-03,37.04,56.48,12.65858,1006.8
"4387",1,2013-03-03 01:00:00,35.06,63.91,12.65858,1007.6
"4388",2,2013-03-03 01:00:00,35.06,66.36,13.80936,1007.4
"4389",3,2013-03-03 01:00:00,35.06,66.36,12.65858,1007
"4390",1,2013-03-03 02:00:00,33.98,63.77,14.96014,1007.6
"4391",2,2013-03-03 02:00:00,33.08,75.11,14.96014,1007.6
"4392",3,2013-03-03 02:00:00,33.8,74.63,11.5078,NA
"4393",1,2013-03-03 03:00:00,32,72.24,13.80936,1007.6
"4394",2,2013-03-03 03:00:00,32,81.42,13.80936,1007.5
"4395",3,2013-03-03 03:00:00,32,80.22,12.65858,NA
"4396",1,2013-03-03 04:00:00,32,78.45,8.05546,1007.3
"4397",2,2013-03-03 04:00:00,32,78.45,12.65858,1007.2
"4398",3,2013-03-03 04:00:00,32,78.45,10.35702,1006.9
"4399",1,2013-03-03 05:00:00,30.92,75.46,9.20624,1007.1
"4400",2,2013-03-03 05:00:00,32,75,16.11092,1007
"4401",3,2013-03-03 05:00:00,32,69.04,11.5078,1006.8
"4402",1,2013-03-03 06:00:00,30.92,66.34,16.11092,1007.3
"4403",2,2013-03-03 06:00:00,30.92,78.35,9.20624,1007.2
"4404",3,2013-03-03 06:00:00,32,69.04,12.65858,1006.9
"4405",1,2013-03-03 07:00:00,30.92,63.36,12.65858,1007.2
"4406",2,2013-03-03 07:00:00,30.92,75.46,12.65858,1007
"4407",3,2013-03-03 07:00:00,30.92,68.92,12.65858,1006.8
"4408",1,2013-03-03 08:00:00,30.92,60.97,12.65858,1006.7
"4409",2,2013-03-03 08:00:00,30.92,68.92,11.5078,1006.7
"4410",3,2013-03-03 08:00:00,30.92,63.36,14.96014,1006.4
"4411",1,2013-03-03 09:00:00,30.92,58.21,13.80936,1006.6
"4412",2,2013-03-03 09:00:00,28.94,74.7,11.5078,1006.5
"4413",3,2013-03-03 09:00:00,30.02,65.72,13.80936,1006.3
"4414",1,2013-03-03 10:00:00,30.92,55.99,13.80936,1006.9
"4415",2,2013-03-03 10:00:00,30.02,65.72,10.35702,1006.8
"4416",3,2013-03-03 10:00:00,30.92,58.21,14.96014,1006.5
"4417",1,2013-03-03 11:00:00,30.02,58.08,9.20624,1007
"4418",2,2013-03-03 11:00:00,30.02,58.08,13.80936,1006.9
"4419",3,2013-03-03 11:00:00,30.02,60.38,14.96014,1006.7
"4420",1,2013-03-03 12:00:00,30.02,58.08,12.65858,1007.3
"4421",2,2013-03-03 12:00:00,30.02,58.08,12.65858,1007.3
"4422",3,2013-03-03 12:00:00,30.02,58.08,16.11092,1006.9
"4423",1,2013-03-03 13:00:00,30.02,58.08,16.11092,1007.5
"4424",2,2013-03-03 13:00:00,30.92,55.99,13.80936,1007.5
"4425",3,2013-03-03 13:00:00,30.02,58.08,12.65858,1007.1
"4426",1,2013-03-03 14:00:00,32,53.6,13.80936,1007.4
"4427",2,2013-03-03 14:00:00,32,51.15,13.80936,1007.3
"4428",3,2013-03-03 14:00:00,30.92,55.99,11.5078,1007
"4429",1,2013-03-03 15:00:00,33.08,53.36,9.20624,1007.1
"4430",2,2013-03-03 15:00:00,33.08,48.98,13.80936,1007
"4431",3,2013-03-03 15:00:00,30.92,53.44,14.96014,1006.7
"4432",1,2013-03-03 16:00:00,33.98,49.51,16.11092,1006.9
"4433",2,2013-03-03 16:00:00,33.98,47.25,11.5078,1006.9
"4434",3,2013-03-03 16:00:00,32,55.72,12.65858,1006.5
"4435",1,2013-03-03 17:00:00,35.96,45.76,17.2617,1006.7
"4436",2,2013-03-03 17:00:00,35.06,47.42,11.5078,1006.5
"4437",3,2013-03-03 17:00:00,33.08,53.36,14.96014,1006.2
"4438",1,2013-03-03 18:00:00,37.94,42.32,13.80936,1005.8
"4439",2,2013-03-03 18:00:00,37.94,42.32,13.80936,1005.6
"4440",3,2013-03-03 18:00:00,35.06,47.42,11.5078,1005.2
"4441",1,2013-03-03 19:00:00,39.02,40.57,9.20624,1005.1
"4442",2,2013-03-03 19:00:00,39.02,40.57,11.5078,1005
"4443",3,2013-03-03 19:00:00,37.04,41.84,10.35702,1004.5
"4444",1,2013-03-03 20:00:00,39.92,40.72,16.11092,1004.9
"4445",2,2013-03-03 20:00:00,39.92,37.38,14.96014,1004.7
"4446",3,2013-03-03 20:00:00,39.02,40.57,12.65858,1004.2
"4447",1,2013-03-03 21:00:00,39.92,40.72,17.2617,1004.8
"4448",2,2013-03-03 21:00:00,39.92,37.38,13.80936,1004.6
"4449",3,2013-03-03 21:00:00,39.92,42.65,14.96014,1004.3
"4450",1,2013-03-03 22:00:00,37.94,44,17.2617,1005.3
"4451",2,2013-03-03 22:00:00,39.02,38.72,17.2617,1004.8
"4452",3,2013-03-03 22:00:00,37.94,47.89,18.41248,1004.7
"4453",1,2013-03-03 23:00:00,35.96,45.76,19.56326,1005.8
"4454",2,2013-03-03 23:00:00,35.96,47.57,20.71404,1005.5
"4455",3,2013-03-03 23:00:00,35.96,49.83,17.2617,1005.3
"4456",1,2013-03-04,35.06,49.3,16.11092,1006.6
"4457",2,2013-03-04,35.06,49.3,19.56326,1006.3
"4458",3,2013-03-04,35.06,53.66,16.11092,1006.1
"4459",1,2013-03-04 01:00:00,33.08,51.33,13.80936,1007.2
"4460",2,2013-03-04 01:00:00,33.98,47.25,21.86482,1006.8
"4461",3,2013-03-04 01:00:00,33.98,51.47,17.2617,1006.7
"4462",1,2013-03-04 02:00:00,32,51.15,18.41248,1007.7
"4463",2,2013-03-04 02:00:00,32,49.19,17.2617,1007.3
"4464",3,2013-03-04 02:00:00,33.08,51.33,19.56326,1007.2
"4465",1,2013-03-04 03:00:00,30.92,53.44,18.41248,1008.1
"4466",2,2013-03-04 03:00:00,32,49.19,17.2617,1007.7
"4467",3,2013-03-04 03:00:00,32,53.6,17.2617,1007.5
"4468",1,2013-03-04 04:00:00,30.02,53.29,17.2617,1008.2
"4469",2,2013-03-04 04:00:00,30.02,53.29,21.86482,1007.6
"4470",3,2013-03-04 04:00:00,30.92,55.99,18.41248,1007.5
"4471",1,2013-03-04 05:00:00,28.94,55.69,12.65858,1008.3
"4472",2,2013-03-04 05:00:00,28.94,55.69,18.41248,1007.9
"4473",3,2013-03-04 05:00:00,30.02,55.42,19.56326,1007.6
"4474",1,2013-03-04 06:00:00,28.04,55.12,12.65858,1008.6
"4475",2,2013-03-04 06:00:00,28.94,53.13,20.71404,1008.1
"4476",3,2013-03-04 06:00:00,30.02,55.42,20.71404,1008
"4477",1,2013-03-04 07:00:00,28.04,52.57,10.35702,1008.4
"4478",2,2013-03-04 07:00:00,28.04,55.12,17.2617,1008.1
"4479",3,2013-03-04 07:00:00,28.94,57.92,19.56326,1008
"4480",1,2013-03-04 08:00:00,26.96,57.63,10.35702,1008.5
"4481",2,2013-03-04 08:00:00,28.04,52.57,20.71404,1008.1
"4482",3,2013-03-04 08:00:00,28.94,57.92,17.2617,1007.9
"4483",1,2013-03-04 09:00:00,26.96,62.83,10.35702,1008.6
"4484",2,2013-03-04 09:00:00,28.04,55.12,18.41248,1008.5
"4485",3,2013-03-04 09:00:00,28.94,60.69,18.41248,1008.1
"4486",1,2013-03-04 10:00:00,28.04,62.97,9.20624,1009
"4487",2,2013-03-04 10:00:00,28.04,60.1,16.11092,1008.7
"4488",3,2013-03-04 10:00:00,28.94,63.1,16.11092,1008.3
"4489",1,2013-03-04 11:00:00,28.04,62.97,10.35702,1009.3
"4490",2,2013-03-04 11:00:00,28.94,60.69,16.11092,1008.8
"4491",3,2013-03-04 11:00:00,30.02,60.38,14.96014,1008.5
"4492",1,2013-03-04 12:00:00,28.4,63.51,12.65858,NA
"4493",2,2013-03-04 12:00:00,30.02,58.08,14.96014,1009.3
"4494",3,2013-03-04 12:00:00,30.02,60.38,17.2617,1009
"4495",1,2013-03-04 13:00:00,30.92,58.21,16.11092,1010
"4496",2,2013-03-04 13:00:00,30.92,58.21,20.71404,1009.7
"4497",3,2013-03-04 13:00:00,30.92,60.97,19.56326,1009.2
"4498",1,2013-03-04 14:00:00,33.08,51.33,18.41248,1009.7
"4499",2,2013-03-04 14:00:00,33.08,51.33,21.86482,1009.1
"4500",3,2013-03-04 14:00:00,32,58.37,19.56326,1009
"4501",1,2013-03-04 15:00:00,35.06,47.42,14.96014,1009.9
"4502",2,2013-03-04 15:00:00,35.96,47.57,17.2617,1009.3
"4503",3,2013-03-04 15:00:00,33.08,55.89,18.41248,1009
"4504",1,2013-03-04 16:00:00,37.94,44,20.71404,1009.6
"4505",2,2013-03-04 16:00:00,37.94,42.32,19.56326,1009.4
"4506",3,2013-03-04 16:00:00,35.06,49.3,18.41248,1009.1
"4507",1,2013-03-04 17:00:00,39.92,40.72,17.2617,1009
"4508",2,2013-03-04 17:00:00,39.92,39.17,19.56326,1008.9
"4509",3,2013-03-04 17:00:00,37.04,47.75,17.2617,1008.7
"4510",1,2013-03-04 18:00:00,42.08,37.46,24.16638,1008.7
"4511",2,2013-03-04 18:00:00,42.98,36.18,21.86482,1008.3
"4512",3,2013-03-04 18:00:00,39.92,42.65,17.2617,1008
"4513",1,2013-03-04 19:00:00,42.98,36.18,20.71404,1008.4
"4514",2,2013-03-04 19:00:00,42.98,34.81,16.11092,1007.8
"4515",3,2013-03-04 19:00:00,39.92,42.65,20.71404,1007.6
"4516",1,2013-03-04 20:00:00,42.98,36.18,20.71404,1008.7
"4517",2,2013-03-04 20:00:00,42.08,36.03,21.86482,1008
"4518",3,2013-03-04 20:00:00,39.92,42.65,20.71404,1008
"4519",1,2013-03-04 21:00:00,41,37.57,21.86482,1008.8
"4520",2,2013-03-04 21:00:00,42.08,36.03,20.71404,1008.5
"4521",3,2013-03-04 21:00:00,39.02,44.18,25.31716,1008.1
"4522",1,2013-03-04 22:00:00,41,37.57,19.56326,1009.2
"4523",2,2013-03-04 22:00:00,39.92,39.17,23.0156,1008.9
"4524",3,2013-03-04 22:00:00,39.02,45.91,21.86482,1008.8
"4525",1,2013-03-04 23:00:00,39.02,40.57,14.96014,1010.1
"4526",2,2013-03-04 23:00:00,37.94,40.39,20.71404,1009.6
"4527",3,2013-03-04 23:00:00,37.94,44,19.56326,1009.6
"4528",1,2013-03-05,37.04,43.85,12.65858,1010.8
"4529",2,2013-03-05,37.04,41.84,17.2617,1010.5
"4530",3,2013-03-05,35.96,49.83,18.41248,1010.3
"4531",1,2013-03-05 01:00:00,35.96,45.76,14.96014,1011.4
"4532",2,2013-03-05 01:00:00,35.96,45.76,21.86482,1011.2
"4533",3,2013-03-05 01:00:00,35.96,49.83,17.2617,1010.9
"4534",1,2013-03-05 02:00:00,35.06,49.3,8.05546,1012.1
"4535",2,2013-03-05 02:00:00,35.06,47.42,21.86482,1011.5
"4536",3,2013-03-05 02:00:00,35.06,51.64,19.56326,1011.5
"4537",1,2013-03-05 03:00:00,35.06,49.3,18.41248,1012.5
"4538",2,2013-03-05 03:00:00,33.98,49.51,24.16638,1012.1
"4539",3,2013-03-05 03:00:00,33.98,56.02,19.56326,1011.9
"4540",1,2013-03-05 04:00:00,33.98,51.47,21.86482,1012.9
"4541",2,2013-03-05 04:00:00,33.08,51.33,21.86482,1012.7
"4542",3,2013-03-05 04:00:00,33.98,53.91,19.56326,1012.4
"4543",1,2013-03-05 05:00:00,33.08,55.89,17.2617,1012.9
"4544",2,2013-03-05 05:00:00,33.08,53.36,21.86482,1012.7
"4545",3,2013-03-05 05:00:00,33.98,56.02,20.71404,1012.3
"4546",1,2013-03-05 06:00:00,33.08,55.89,17.2617,1013.5
"4547",2,2013-03-05 06:00:00,33.08,53.36,21.86482,1013.2
"4548",3,2013-03-05 06:00:00,33.08,58.08,17.2617,1013.1
"4549",1,2013-03-05 07:00:00,33.08,NA,NA,1013.6
"4550",2,2013-03-05 07:00:00,NA,58.08,NA,NA
"4551",3,2013-03-05 07:00:00,NA,NA,13.80936,NA
"4552",2,2013-03-05 08:00:00,32,60.66,11.5078,1013.6
"4553",3,2013-03-05 08:00:00,32,58.37,19.56326,1013.3
"4554",1,2013-03-05 08:00:00,33.08,60.81,10.35702,1013.2
"4555",2,2013-03-05 09:00:00,32,63.51,12.65858,1013.9
"4556",3,2013-03-05 09:00:00,32,58.37,17.2617,1013.6
"4557",1,2013-03-05 09:00:00,33.08,60.81,12.65858,1013.5
"4558",2,2013-03-05 10:00:00,32,60.66,11.5078,1014.5
"4559",3,2013-03-05 10:00:00,32,60.66,17.2617,1014.3
"4560",1,2013-03-05 10:00:00,33.08,60.81,12.65858,1014.1
"4561",2,2013-03-05 11:00:00,32,63.51,9.20624,1015.2
"4562",3,2013-03-05 11:00:00,32,60.66,13.80936,1015.2
"4563",1,2013-03-05 11:00:00,33.08,60.81,13.80936,1014.7
"4564",2,2013-03-05 12:00:00,32,63.51,9.20624,1015.9
"4565",3,2013-03-05 12:00:00,32,60.66,12.65858,1015.8
"4566",1,2013-03-05 12:00:00,33.08,60.81,9.20624,1015.6
"4567",2,2013-03-05 13:00:00,33.98,58.66,9.20624,1016.6
"4568",3,2013-03-05 13:00:00,33.98,56.02,13.80936,1016.4
"4569",1,2013-03-05 13:00:00,33.98,58.66,13.80936,1015.9
"4570",2,2013-03-05 14:00:00,35.96,54.21,12.65858,1016.7
"4571",3,2013-03-05 14:00:00,37.04,51.95,13.80936,1016.4
"4572",1,2013-03-05 14:00:00,35.06,56.18,11.5078,1016.3
"4573",2,2013-03-05 15:00:00,39.02,49.93,9.20624,1016.5
"4574",3,2013-03-05 15:00:00,39.92,46.41,12.65858,1016.4
"4575",1,2013-03-05 15:00:00,37.94,54.51,10.35702,1016.2
"4576",2,2013-03-05 16:00:00,42.08,46.41,9.20624,1016
"4577",3,2013-03-05 16:00:00,42.98,42.84,11.5078,1016
"4578",1,2013-03-05 16:00:00,41,48.39,12.65858,1015.6
"4579",2,2013-03-05 17:00:00,44.96,43.49,11.5078,1015.7
"4580",3,2013-03-05 17:00:00,44.06,41.1,8.05546,1015.8
"4581",1,2013-03-05 17:00:00,44.06,43.02,10.35702,1015.4
"4582",2,2013-03-05 18:00:00,46.94,40.35,5.7539,1015.1
"4583",3,2013-03-05 18:00:00,44.96,41.56,5.7539,1015.5
"4584",1,2013-03-05 18:00:00,44.06,45.01,10.35702,1015
"4585",2,2013-03-05 19:00:00,46.04,41.74,3.45234,1015.1
"4586",3,2013-03-05 19:00:00,46.94,36.85,8.05546,1015.5
"4587",1,2013-03-05 19:00:00,44.96,41.56,5.7539,1015.2
"4588",2,2013-03-05 20:00:00,48.92,37.46,4.60312,1015
"4589",3,2013-03-05 20:00:00,48.02,35.38,9.20624,1015.4
"4590",1,2013-03-05 20:00:00,46.94,38.56,8.05546,1015.1
"4591",2,2013-03-05 21:00:00,48.92,37.46,5.7539,1014.7
"4592",3,2013-03-05 21:00:00,48.02,35.38,11.5078,1015.3
"4593",1,2013-03-05 21:00:00,46.94,36.85,5.7539,1014.9
"4594",2,2013-03-05 22:00:00,48.02,38.74,8.05546,1014.6
"4595",3,2013-03-05 22:00:00,46.94,36.85,8.05546,1015.2
"4596",1,2013-03-05 22:00:00,46.94,38.56,6.90468,1014.8
"4597",2,2013-03-05 23:00:00,46.94,40.35,5.7539,1015.3
"4598",3,2013-03-05 23:00:00,44.06,43.02,3.45234,1015.8
"4599",1,2013-03-05 23:00:00,46.04,39.9,8.05546,1015.3
"4600",2,2013-03-06,44.96,45.15,4.60312,1015.7
"4601",3,2013-03-06,39.92,62.21,5.7539,1016.4
"4602",1,2013-03-06,44.96,41.56,3.45234,1016
"4603",2,2013-03-06 01:00:00,42.98,50.94,3.45234,1015.8
"4604",3,2013-03-06 01:00:00,37.94,64.29,0,1016.4
"4605",1,2013-03-06 01:00:00,42.98,48.7,5.7539,1015.9
"4606",2,2013-03-06 02:00:00,41,54.97,0,1015.9
"4607",3,2013-03-06 02:00:00,37.94,67.21,4.60312,1016.4
"4608",1,2013-03-06 02:00:00,44.06,45.01,4.60312,1015.8
"4609",2,2013-03-06 03:00:00,42.08,54.73,3.45234,1016.1
"4610",3,2013-03-06 03:00:00,37.94,67.21,4.60312,1016.6
"4611",1,2013-03-06 03:00:00,42.08,48.56,8.05546,1016.1
"4612",2,2013-03-06 04:00:00,41,59.65,4.60312,1015.8
"4613",3,2013-03-06 04:00:00,37.94,72.87,3.45234,1016.4
"4614",1,2013-03-06 04:00:00,42.08,48.56,8.05546,1016
"4615",2,2013-03-06 05:00:00,41,61.89,0,1015.1
"4616",3,2013-03-06 05:00:00,39.02,75.69,5.7539,1015.8
"4617",1,2013-03-06 05:00:00,41,54.97,9.20624,1015.4
"4618",2,2013-03-06 06:00:00,41,67.09,8.05546,1014.8
"4619",3,2013-03-06 06:00:00,37.94,75.58,6.90468,1015.5
"4620",1,2013-03-06 06:00:00,41,61.89,8.05546,1014.9
"4621",2,2013-03-06 07:00:00,41,70.08,6.90468,1014.5
"4622",3,2013-03-06 07:00:00,37.94,78.96,8.05546,1015.3
"4623",1,2013-03-06 07:00:00,39.02,69.86,6.90468,1014.8
"4624",2,2013-03-06 08:00:00,41,70.08,11.5078,NA
"4625",3,2013-03-06 08:00:00,37.94,78.96,10.35702,1014.1
"4626",1,2013-03-06 08:00:00,39.02,69.86,9.20624,1013.8
"4627",2,2013-03-06 09:00:00,39.2,75.16,16.11092,NA
"4628",3,2013-03-06 09:00:00,37.94,78.96,18.41248,1013.2
"4629",1,2013-03-06 09:00:00,37.94,69.73,16.11092,1013.1
"4630",2,2013-03-06 10:00:00,39.92,69.96,17.2617,1012.8
"4631",3,2013-03-06 10:00:00,37.4,74.98,16.11092,NA
"4632",1,2013-03-06 10:00:00,39.02,69.86,16.11092,1013.4
"4633",2,2013-03-06 11:00:00,39.92,69.96,17.2617,1012.4
"4634",3,2013-03-06 11:00:00,39.02,72.46,14.96014,1013.1
"4635",1,2013-03-06 11:00:00,39.02,66.85,19.56326,1012.9
"4636",2,2013-03-06 12:00:00,39.92,69.96,18.41248,1012
"4637",3,2013-03-06 12:00:00,39.02,72.46,20.71404,1012.4
"4638",1,2013-03-06 12:00:00,39.2,69.88,18.41248,NA
"4639",2,2013-03-06 13:00:00,39.92,73.08,20.71404,1012.3
"4640",3,2013-03-06 13:00:00,39.92,69.96,25.31716,1012.4
"4641",1,2013-03-06 13:00:00,39.02,75.69,23.0156,1012.6
"4642",2,2013-03-06 14:00:00,39.92,76.32,18.41248,1012.4
"4643",3,2013-03-06 14:00:00,39.92,69.96,24.16638,1012.7
"4644",1,2013-03-06 14:00:00,39.2,75.16,23.0156,NA
"4645",2,2013-03-06 15:00:00,41,70.08,20.71404,1012.1
"4646",3,2013-03-06 15:00:00,41,67.09,26.46794,1012.4
"4647",1,2013-03-06 15:00:00,39.92,73.08,28.7695,1012.6
"4648",2,2013-03-06 16:00:00,41,75.88,21.86482,1011.5
"4649",3,2013-03-06 16:00:00,42.08,67.22,18.41248,1011.8
"4650",1,2013-03-06 16:00:00,41,70.08,28.7695,1012.1
"4651",2,2013-03-06 17:00:00,41,79.21,17.2617,1011.2
"4652",3,2013-03-06 17:00:00,42.98,67.81,28.7695,1011.2
"4653",1,2013-03-06 17:00:00,41,75.88,35.67418,1011.5
"4654",2,2013-03-06 18:00:00,42.08,70.2,21.86482,1011
"4655",3,2013-03-06 18:00:00,41,75.88,23.0156,1011.1
"4656",1,2013-03-06 18:00:00,42.08,62.04,34.5234,1011.5
"4657",2,2013-03-06 19:00:00,42.8,60.79,28.7695,NA
"4658",3,2013-03-06 19:00:00,41,64.68,31.07106,1011.1
"4659",1,2013-03-06 19:00:00,42.8,56.48,28.7695,NA
"4660",2,2013-03-06 20:00:00,42.08,62.04,28.7695,1010.7
"4661",3,2013-03-06 20:00:00,41,60.54,29.92028,NA
"4662",1,2013-03-06 20:00:00,41,64.68,32.22184,1011.2
"4663",2,2013-03-06 21:00:00,41,70.08,19.56326,NA
"4664",3,2013-03-06 21:00:00,39.92,67.45,26.46794,1011.1
"4665",1,2013-03-06 21:00:00,39.92,67.45,25.31716,1011.1
"4666",2,2013-03-06 22:00:00,41,65.16,19.56326,NA
"4667",3,2013-03-06 22:00:00,39.92,69.96,26.46794,1010.9
"4668",1,2013-03-06 22:00:00,41,61.89,17.2617,1011.5
"4669",2,2013-03-06 23:00:00,42.08,59.36,26.46794,1011.4
"4670",3,2013-03-06 23:00:00,41,61.89,26.46794,1011.2
"4671",1,2013-03-06 23:00:00,41,61.89,24.16638,1011.7
"4672",2,2013-03-07,42.08,57.22,28.7695,1012.3
"4673",3,2013-03-07,39.2,69.88,32.22184,NA
"4674",1,2013-03-07,41,59.65,26.46794,1012.7
"4675",2,2013-03-07 01:00:00,39.92,62.21,28.7695,1012.9
"4676",3,2013-03-07 01:00:00,39.92,62.21,29.92028,1012.5
"4677",1,2013-03-07 01:00:00,39.92,59.5,25.31716,1013.1
"4678",2,2013-03-07 02:00:00,39.02,66.85,29.92028,1013.3
"4679",3,2013-03-07 02:00:00,39.2,64.93,26.46794,NA
"4680",1,2013-03-07 02:00:00,39.02,61.63,23.0156,1013.3
"4681",2,2013-03-07 03:00:00,39.02,64.43,21.86482,1013.1
"4682",3,2013-03-07 03:00:00,37.4,69.67,31.07106,NA
"4683",1,2013-03-07 03:00:00,39.02,59.37,27.61872,1013.4
"4684",2,2013-03-07 04:00:00,39.02,61.63,25.31716,1013.4
"4685",3,2013-03-07 04:00:00,37.94,64.29,31.07106,1013
"4686",1,2013-03-07 04:00:00,37.94,67.21,20.71404,1013.4
"4687",2,2013-03-07 05:00:00,39.02,59.37,23.0156,1013.3
"4688",3,2013-03-07 05:00:00,35.6,74.8,33.37262,NA
"4689",1,2013-03-07 05:00:00,37.94,64.29,20.71404,1013.2
"4690",2,2013-03-07 06:00:00,39.02,59.37,23.0156,1013.3
"4691",3,2013-03-07 06:00:00,35.96,78.79,25.31716,1012.9
"4692",1,2013-03-07 06:00:00,37.4,69.67,19.56326,NA
"4693",2,2013-03-07 07:00:00,37.94,64.29,21.86482,1013.6
"4694",3,2013-03-07 07:00:00,33.98,88.42,24.16638,1013
"4695",1,2013-03-07 07:00:00,35.06,81.65,14.96014,1013.5
"4696",2,2013-03-07 08:00:00,37.94,61.94,25.31716,1013.1
"4697",3,2013-03-07 08:00:00,33.98,88.42,20.71404,1012.7
"4698",1,2013-03-07 08:00:00,35.6,74.8,12.65858,NA
"4699",2,2013-03-07 09:00:00,37.94,61.94,18.41248,1013.8
"4700",3,2013-03-07 09:00:00,35.6,80.51,19.56326,NA
"4701",1,2013-03-07 09:00:00,37.04,66.6,23.0156,1013.5
"4702",2,2013-03-07 10:00:00,37.04,66.6,21.86482,1014.6
"4703",3,2013-03-07 10:00:00,35.96,69.51,26.46794,1013.9
"4704",1,2013-03-07 10:00:00,37.04,64.17,23.0156,1014.3
"4705",2,2013-03-07 11:00:00,37.04,64.17,23.0156,1015.1
"4706",3,2013-03-07 11:00:00,35.96,66.97,25.31716,1014.2
"4707",1,2013-03-07 11:00:00,37.04,61.35,23.0156,1014.7
"4708",2,2013-03-07 12:00:00,37.04,61.35,23.0156,1015.3
"4709",3,2013-03-07 12:00:00,35.06,72.03,19.56326,1014.9
"4710",1,2013-03-07 12:00:00,37.04,61.35,17.2617,1015.2
"4711",2,2013-03-07 13:00:00,35.6,69.46,27.61872,NA
"4712",3,2013-03-07 13:00:00,35.06,72.03,20.71404,1015.3
"4713",1,2013-03-07 13:00:00,35.06,75.31,21.86482,1015.7
"4714",2,2013-03-07 14:00:00,35.6,74.8,20.71404,NA
"4715",3,2013-03-07 14:00:00,35.6,74.8,24.16638,NA
"4716",1,2013-03-07 14:00:00,35.6,74.8,19.56326,NA
"4717",2,2013-03-07 15:00:00,37.94,69.73,25.31716,1016.4
"4718",3,2013-03-07 15:00:00,35.96,75.39,19.56326,1015.7
"4719",1,2013-03-07 15:00:00,37.04,66.6,19.56326,1016.1
"4720",2,2013-03-07 16:00:00,39.2,64.93,24.16638,NA
"4721",3,2013-03-07 16:00:00,35.6,74.8,18.41248,NA
"4722",1,2013-03-07 16:00:00,35.96,75.39,18.41248,1016.2
"4723",2,2013-03-07 17:00:00,39.2,64.93,20.71404,NA
"4724",3,2013-03-07 17:00:00,37.94,69.73,23.0156,1016.2
"4725",1,2013-03-07 17:00:00,37.04,72.24,13.80936,1016.4
"4726",2,2013-03-07 18:00:00,39.2,69.88,17.2617,NA
"4727",3,2013-03-07 18:00:00,37.4,69.67,20.71404,NA
